date,lithology_alpha,lithology_bravo,lithology_charlie,lithology_delta,lithology_echo,lithology_foxtrot,lithology_golf,quality_massive,quality_jointed,quality_brecciated,feed_tonnes
2032-08-13,15416.506,4967.295,14534.138,3430.311,1867.274,7826.203,2289.72,11117.442,19790.84,19423.166,50331.448
2032-08-14,4479.575,9198.319,5817.623,6905.537,12593.299,5722.253,6006.747,14813.285,24970.867,10939.2,50723.352
2032-08-15,5586.172,3295.206,6780.705,7549.996,247.31,4887.111,6284.005,11174.756,9237.884,14217.865,34630.504
2032-08-16,1714.753,4264.182,906.2,17702.383,3326.276,641.833,14389.889,24468.619,12489.546,5987.352,42945.516
2032-08-17,8970.388,8159.908,1679.304,11918.607,1601.59,5218.851,3631.196,6995.137,27812.893,6371.814,41179.844
2032-08-18,4130.923,9204.445,1222.075,10718.546,742.353,1005.529,1198.949,11553.09,9745.171,6924.559,28222.82
2032-08-19,4023.752,12013.417,4906.362,15408.998,4923.866,5703.312,3136.393,11891.624,31617.739,6606.737,50116.1
2032-08-20,8006.75,15421.617,7384.352,5954.568,2281.129,6136.234,2816.115,17277.816,27166.705,3556.244,48000.765
2032-08-21,8822.747,6521.326,1899.589,12849.714,1969.07,18160.052,3524.223,18166.588,27456.162,8123.972,53746.722
2032-08-22,2741.677,16986.939,8788.478,5660.894,501.98,791.021,1727.419,8326.093,16379.984,12492.331,37198.408
2032-08-23,7869.195,13218.431,5431.754,4400.013,708.043,2196.789,10733.79,4853.573,29882.915,9821.526,44558.014
2032-08-24,4603.718,4905.308,5728.437,10492.075,2229.973,13615.725,1048.575,15761.451,11944.921,14917.439,42623.81
2032-08-25,3631.565,9892.73,6078.518,4597.098,6953.787,9898.637,2269.868,10137.057,28665.677,4519.469,43322.203
2032-08-26,6134.989,3950.749,2162.432,13665.981,665.607,4487.479,11580.359,2546.716,27425.787,12675.094,42647.597
2032-08-27,7972.137,7474.288,15101.139,5591.638,1293.466,3017.963,11661.307,11569.697,31347.26,9194.981,52111.938
2032-08-28,8633.014,13739.735,5636.167,8000.852,157.992,1050.002,282.991,12754.97,14571.243,10174.54,37500.753
2032-08-29,5219.294,1899.827,5246.367,16899.239,9951.525,4258.385,7459.781,11171.027,17941.134,21822.257,50934.418
2032-08-30,6285.491,6590.403,5021.985,8201.585,3234.941,7365.592,1637.683,540.134,18063.897,19733.649,38337.68
2032-08-31,1886.438,15778.5,10987.919,3491.855,1125.017,5778.785,6124.035,7390.745,23326.818,14454.985,45172.548
2032-09-01,22202.198,2053.69,1190.794,849.938,1645.798,1534.745,4329.125,9488.997,14756.845,9560.446,33806.289
2032-09-02,675.015,9107.45,4103.31,8549.982,4314.223,6847.027,14548.956,11070.742,32187.74,4887.48,48145.963
2032-09-03,3605.67,16898.099,4317.436,9979.807,5566.395,5699.519,1099.254,15755.45,15240.509,16170.222,47166.181
2032-09-04,16010.435,16394.244,2581.746,3640.53,123.019,11760.867,5130.444,28589.263,10242.533,16809.489,55641.285
2032-09-05,6699.967,10586.073,4797.225,13729.631,1391.321,9123.71,2654.626,21353.04,19502.637,8126.874,48982.552
2032-09-06,3599.939,11150.572,8478.726,4031.257,3032.879,4516.429,2060.189,7941.838,22375.662,6552.491,36869.991
2032-09-07,10049.382,12092.121,630.094,9738.65,24.27,13010.279,2173.858,24283.365,15942.359,7492.931,47718.654
2032-09-08,4441.297,12307.595,3354.16,8424.123,6416.645,12605.737,4444.584,6785.813,29544.839,15663.489,51994.141
2032-09-09,5357.364,7757.769,6709.945,5785.045,2868.001,6276.489,14119.5,27987.862,16840.741,4045.509,48874.112
2032-09-10,11158.988,16213.029,3477.795,3115.117,6046.78,8710.76,1567.274,18185.988,12887.852,19215.902,50289.742
2032-09-11,6941.029,12356.834,13194.561,947.989,1977.215,907.547,202.498,3358.602,10537.593,22631.48,36527.674
2032-09-12,16450.821,3680.902,3558.556,9816.062,7318.305,6864.853,2352.918,8220.457,39210.049,2611.91,50042.416
2032-09-13,6531.851,10934.88,3107.439,3985.613,3368.252,12873.895,3451.341,25176.33,11303.549,7773.392,44253.272
2032-09-14,19218.428,11620.799,610.293,8580.73,2810.911,5142.7,1846.287,14468.985,24760.605,10600.557,49830.148
2032-09-15,2912.508,6865.735,3551.637,9696.087,1779.14,12648.532,3954.531,20638.032,17765.239,3004.9,41408.171
2032-09-16,23310.58,2865.437,212.807,1966.661,2352.833,6176.767,1014.297,8690.91,26002.095,3206.377,37899.382
2032-09-17,7695.474,9779.056,8075.033,13076.121,7503.858,1796.644,8079.37,34041.719,15392.424,6571.414,56005.557
2032-09-18,8080.046,5735.986,6117.195,2050.588,14594.806,4427.254,10160.537,9388.938,37527.024,4250.449,51166.411
2032-09-19,3641.342,10762.229,12901.041,8267.57,5451.49,3323.067,543.219,23740.69,16726.709,4422.56,44889.959
2032-09-20,5455.228,9974.18,4705.155,12077.714,5035.907,2176.92,6334.776,35687.884,6813.091,3258.905,45759.88
2032-09-21,10163.441,4677.999,3849.298,8957.087,4285.109,5305.477,2720.828,16695.118,12932.389,10331.732,39959.239
2032-09-22,6610.677,6442.329,5782.023,9636.917,8428.0,2682.483,5697.856,23677.448,15566.231,6036.605,45280.284
2032-09-23,5733.663,10819.935,3031.583,9319.294,5030.626,16185.338,1708.628,19979.18,19124.882,12725.005,51829.067
2032-09-24,4335.168,12529.066,9757.763,5474.898,1505.514,6118.081,809.982,21458.081,3631.857,15440.535,40530.473
2032-09-25,16574.31,14308.288,2856.566,5365.414,13427.593,3635.951,3491.179,7362.623,29443.641,22853.038,59659.302
2032-09-26,6334.416,3494.667,6736.899,20974.33,1343.128,8235.448,1004.572,7147.801,9667.669,31307.989,48123.459
2032-09-27,1134.985,19634.417,2607.163,11757.889,4747.245,3572.836,899.819,12786.894,14578.738,16988.722,44354.354
2032-09-28,7151.266,6303.237,9259.457,6883.002,3671.945,8906.606,5989.383,14434.159,21139.92,12590.818,48164.897
2032-09-29,3390.069,8430.615,1205.042,10705.576,5715.429,878.07,5451.089,2754.426,28300.528,4720.937,35775.89
2032-09-30,6337.766,8195.668,5327.145,4015.32,8798.307,13330.048,536.468,24460.519,18851.879,3228.323,46540.721
2032-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032-10-02,4764.544,9701.566,6612.991,4736.945,7235.072,5355.125,2949.072,7722.334,26406.117,7226.865,41355.316
2032-10-03,5025.747,2629.405,6356.659,6214.365,12776.314,9672.971,383.277,15882.886,11476.583,15699.266,43058.736
2032-10-04,11118.489,4104.219,5807.895,10783.343,4289.938,2114.889,4118.57,7453.953,31437.565,3445.827,42337.344
2032-10-05,4333.197,2257.762,702.907,15900.261,2942.034,6205.001,6109.777,12971.693,15550.612,9928.636,38450.94
2032-10-06,10136.497,14353.224,3376.09,6441.308,153.611,16132.709,6000.235,21113.12,26094.472,9386.081,56593.673
2032-10-07,6036.137,11002.941,11169.132,6904.029,457.643,3806.902,1902.662,13478.082,19114.916,8686.447,41279.445
2032-10-08,11674.975,7097.364,5866.246,6781.039,10873.703,2654.348,1128.003,9566.734,31466.457,5042.488,46075.679
2032-10-09,7298.699,8913.091,8192.169,2971.457,983.529,336.224,4283.018,10066.963,17799.809,5111.415,32978.187
2032-10-10,2749.924,10220.392,17017.71,4477.039,4183.918,1430.666,1639.94,13513.547,23018.635,5187.408,41719.59
2032-10-11,775.745,13293.735,8480.748,6315.406,3672.679,1110.117,2728.939,6629.185,21075.285,8672.9,36377.369
2032-10-12,5049.133,10442.821,5548.125,2825.289,972.808,6089.835,850.39,8449.862,15394.849,7933.691,31778.401
2032-10-13,3215.973,5987.648,2164.478,9143.031,6332.479,2737.159,7086.675,15621.144,3819.602,17226.697,36667.443
2032-10-14,6673.123,5380.884,6553.303,14141.566,1290.664,2617.052,641.494,5352.374,16967.017,14978.696,37298.087
2032-10-15,9094.768,10183.176,1899.989,8321.918,1975.822,854.33,6670.475,12651.26,9638.606,16710.612,39000.478
2032-10-16,8657.059,15877.367,2675.25,6384.704,174.097,3013.894,5110.443,21046.207,10883.216,9963.391,41892.814
2032-10-17,7171.744,16635.289,6457.271,1801.27,3719.892,3207.482,1139.78,23460.602,12273.479,4398.645,40132.727
2032-10-18,6505.634,7960.977,4316.048,3873.496,3551.526,15496.77,601.382,7629.417,26064.747,8611.667,42305.831
2032-10-19,5638.503,4497.297,1655.781,4183.819,3634.591,7193.514,8889.41,12856.57,19861.869,2974.478,35692.917
2032-10-20,5291.315,12926.642,3937.45,10311.133,1106.993,5508.082,3340.673,7754.9,22031.705,12635.683,42422.288
2032-10-21,2994.711,5546.256,3821.821,15141.57,5919.881,4222.045,4014.309,23443.286,13094.606,5122.702,41660.594
2032-10-22,4834.964,20506.728,6631.145,8502.364,1816.218,5745.727,1007.663,9733.174,13971.923,25339.713,49044.81
2032-10-23,12186.683,5478.692,4248.246,4045.038,4244.679,3331.178,990.596,18006.99,9116.925,7401.198,34525.112
2032-10-24,4581.293,12154.264,6158.097,2155.53,3918.161,8044.002,3285.452,19448.53,10480.71,10367.558,40296.798
2032-10-25,7172.776,8004.337,3726.433,6593.68,798.782,9435.204,2532.125,13984.484,21246.908,3031.945,38263.337
2032-10-26,7025.699,6032.884,9983.799,8210.473,9805.045,5532.2,3521.019,18457.137,14364.963,17289.019,50111.119
2032-10-27,8844.912,21006.58,2014.271,3950.474,2944.04,8717.592,519.123,34405.806,9737.366,3853.82,47996.992
2032-10-28,6205.033,7849.971,3018.412,4233.442,11005.444,1888.277,1542.027,7616.661,15645.966,12479.978,35742.605
2032-10-29,5484.554,11790.762,7707.617,1935.596,4674.319,3833.073,4660.725,11978.722,12412.218,15695.707,40086.646
2032-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032-10-31,1175.421,4440.451,6038.774,6884.992,7718.057,11404.149,7830.684,20532.739,12778.723,12181.066,45492.528
2032-11-01,5665.853,1282.758,3043.734,14251.481,2766.604,7025.935,2488.938,12322.116,21392.398,2810.79,36525.304
2032-11-02,2676.954,14370.876,8606.211,8298.413,2232.679,10525.885,2346.885,27347.253,15424.695,6285.955,49057.903
2032-11-03,2475.695,12757.163,11213.154,2445.71,2240.089,6978.147,927.225,18303.88,19974.991,758.313,39037.184
2032-11-04,16103.693,12445.087,2767.814,7881.022,260.237,2742.866,2668.624,12449.624,12399.836,20019.885,44869.344
2032-11-05,7019.404,12368.16,740.597,4023.022,5804.389,9437.775,786.001,10589.685,18546.597,11043.065,40179.347
2032-11-06,14941.032,10219.455,748.122,5261.83,220.431,2969.18,7478.339,20699.476,15789.087,5349.826,41838.389
2032-11-07,1885.665,13285.649,7427.381,6983.306,1911.481,6820.209,2092.708,10300.026,26493.382,3612.99,40406.399
2032-11-08,5383.578,13759.517,2702.222,2324.152,5008.159,890.356,536.634,20894.639,8202.953,1507.026,30604.618
2032-11-09,1030.734,7392.257,9167.179,6519.67,7539.723,10262.117,5476.727,17755.302,19695.749,9937.354,47388.406
2032-11-10,5208.081,5381.405,5764.823,2978.589,4003.55,5489.237,654.404,5488.547,17504.64,6486.902,29480.089
2032-11-11,5777.709,8999.282,9556.316,12191.9,393.624,2343.184,943.238,15422.909,13549.944,11232.4,40205.253
2032-11-12,8567.645,3943.587,7588.688,10102.051,4373.298,4837.112,243.95,4124.183,12304.236,23227.913,39656.332
2032-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032-11-14,8510.487,5844.698,3711.976,12032.939,6748.694,4850.848,6228.231,25284.639,16294.478,6348.757,47927.873
2032-11-15,4891.946,2165.597,10053.518,6933.872,462.041,1272.816,5485.649,10133.016,8474.15,12658.273,31265.439
2032-11-16,5175.812,4277.348,6968.393,14443.726,2857.241,3791.363,4065.002,21546.297,17006.605,3025.984,41578.886
2032-11-17,5798.432,5985.883,8744.903,10285.67,3082.263,1549.229,514.606,16087.558,12357.304,7516.124,35960.986
2032-11-18,2690.479,8294.16,8204.322,16025.576,2399.041,1650.996,700.659,27028.533,5082.853,7853.848,39965.233
2032-11-19,6352.973,4225.975,9062.522,4329.497,2106.305,5424.605,8755.663,8917.156,13812.452,17527.933,40257.541
2032-11-20,8569.418,5577.382,3153.215,4569.095,4018.125,3631.377,6964.811,22296.515,3170.77,11016.139,36483.425
2032-11-21,5438.027,4906.493,2147.414,1126.42,2076.865,5786.986,8210.833,4304.41,18191.874,7196.754,29693.038
2032-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032-11-23,5212.262,12384.199,1803.261,5820.775,4090.162,4405.605,8827.848,9467.936,22346.872,10729.305,42544.113
2032-11-24,10490.137,18957.533,10779.498,4107.114,617.126,4680.774,2978.475,5422.088,38904.703,8283.866,52610.657
2032-11-25,9802.53,10907.454,2431.065,4783.889,822.147,9975.435,10934.706,29949.147,13973.246,5734.833,49657.226
2032-11-26,10121.113,20586.739,5089.362,951.16,1800.486,2344.867,1983.563,21293.41,10223.985,11359.895,42877.29
2032-11-27,2456.73,19627.517,10592.379,2841.207,3999.45,4025.037,5271.233,12578.83,22495.951,13738.773,48813.554
2032-11-28,7840.239,12439.799,923.625,6967.767,621.762,13057.487,3676.024,22772.587,8747.79,14006.325,45526.702
2032-11-29,6841.397,3699.549,1519.292,10920.658,5394.014,10666.648,7240.789,24237.196,15003.219,7041.932,46282.348
2032-11-30,3363.592,5871.165,11182.476,3924.761,9049.521,2779.546,3097.801,17049.595,12097.782,10121.486,39268.863
2032-12-01,3854.31,7758.89,5103.179,5817.156,888.404,10604.183,3614.302,3464.773,17120.04,17055.61,37640.423
2032-12-02,4075.821,10108.612,5984.482,5197.178,6238.063,3909.659,869.528,15206.39,15442.118,5734.837,36383.345
2032-12-03,14350.382,3650.893,5356.758,9942.857,334.227,3293.495,3368.836,14102.727,20460.669,5734.052,40297.449
2032-12-04,5010.986,5826.073,946.517,8517.764,1526.705,1411.614,7912.009,13089.468,11575.635,6486.565,31151.668
2032-12-05,6070.165,7616.282,3831.595,9287.259,1952.529,2372.736,4582.274,7129.889,18146.26,10436.692,35712.841
2032-12-06,6457.865,6486.391,410.955,17496.706,983.233,5773.805,85.988,9727.093,18645.319,9322.532,37694.944
2032-12-07,544.468,10204.256,3202.017,3474.926,1477.583,3987.896,6025.929,7383.525,17562.015,3971.535,28917.074
2032-12-08,8104.598,15696.606,3224.584,2264.513,363.223,3392.84,4471.108,14930.573,9586.488,13000.411,37517.472
2032-12-09,9663.897,8064.188,2015.34,15443.365,5828.034,6014.055,2843.98,28936.91,13224.269,7711.68,49872.86
2032-12-10,2352.422,5591.055,5835.403,16389.391,3429.79,11887.29,2591.447,36906.493,9097.59,2072.715,48076.799
2032-12-11,9413.037,8443.299,2368.281,3677.909,2285.588,1086.364,4976.157,18153.101,7981.506,6116.029,32250.636
2032-12-12,5664.476,13656.045,4355.192,3684.104,7999.608,6658.533,2799.519,13094.784,15998.966,15723.727,44817.477
2032-12-13,1603.797,7548.772,8722.48,10052.242,1208.842,4243.188,5317.713,13617.863,13349.732,11729.438,38697.033
2032-12-14,3232.688,7903.399,2427.054,4240.6,6989.42,9716.188,5748.046,22506.473,12487.954,5262.968,40257.396
2032-12-15,6683.219,5839.026,2408.241,10896.639,5775.051,2848.995,1489.568,19479.51,6404.375,10056.855,35940.74
2032-12-16,15365.661,5217.129,3514.256,1206.019,2749.61,8827.878,4859.063,18429.292,19172.128,4138.196,41739.615
2032-12-17,4829.901,2065.311,7799.992,14863.163,745.366,9672.899,6157.037,21435.567,11602.745,13095.357,46133.669
2032-12-18,2476.687,17174.574,10316.049,6974.81,4123.907,435.995,5077.771,4867.185,35812.002,5900.605,46579.792
2032-12-19,24584.002,6459.783,1311.922,3856.312,1706.651,880.014,1104.721,18866.904,13685.582,7350.919,39903.406
2032-12-20,5860.912,13004.897,1228.955,15837.315,6289.35,4676.115,3090.659,29012.033,12645.42,8330.749,49988.203
2032-12-21,7211.254,13856.609,3436.133,3261.769,4778.052,2004.321,13022.356,14544.724,16400.701,16625.069,47570.494
2032-12-22,2711.187,10230.145,9796.361,5162.416,7574.526,2494.735,3378.317,18365.996,15108.216,7873.475,41347.688
2032-12-23,2720.192,7224.882,4252.698,8790.104,5722.718,7281.638,4060.34,23427.767,6427.9,10196.904,40052.571
2032-12-24,11753.485,6993.332,1938.185,9908.846,10061.846,2468.803,450.944,11993.999,13237.082,18344.361,43575.442
2032-12-25,13751.078,4769.99,954.024,3184.127,4651.749,1132.573,1034.937,4517.687,7384.291,17576.5,29478.478
2032-12-26,8023.185,9182.488,6989.125,14935.975,1678.624,3244.088,2491.357,24422.747,6330.661,15791.434,46544.843
2032-12-27,12306.121,11179.502,6657.196,8637.712,4409.021,2529.146,8063.104,24394.627,21454.729,7932.447,53781.803
2032-12-28,4958.824,11245.18,2067.996,8981.328,3579.012,2630.677,3761.022,10036.47,22901.129,4286.441,37224.04
2032-12-29,4913.149,6990.685,1562.903,24701.472,1663.982,6703.476,2292.262,12575.608,27328.124,8924.197,48827.929
2032-12-30,16349.461,4630.841,2559.495,15560.684,4309.742,1673.986,3147.115,29643.791,10975.78,7611.753,48231.324
2032-12-31,7939.772,12718.701,3269.114,2486.424,4886.701,4420.09,3792.816,18781.194,11824.948,8907.475,39513.618
2033-01-01,10387.837,5599.542,3485.538,4320.695,3091.049,12930.538,4209.325,8940.994,23863.433,11220.098,44024.525
2033-01-02,11756.397,11607.674,8236.432,6299.474,1964.534,594.912,1559.84,25494.683,10801.764,5722.817,42019.264
2033-01-03,5257.883,5456.423,3826.923,8088.128,5631.739,5356.351,6514.193,17295.122,16730.078,6106.439,40131.64
2033-01-04,3143.078,13690.439,518.732,12427.934,3606.945,2720.435,9580.607,8442.311,17006.764,20239.094,45688.169
2033-01-05,8126.33,5095.402,5741.992,7484.355,344.751,4250.838,201.499,7163.979,14392.551,9688.635,31245.165
2033-01-06,3892.015,9313.797,6813.094,6912.691,4052.761,1382.191,4047.4,16400.931,11038.853,8974.166,36413.95
2033-01-07,8283.97,9670.123,4611.329,8366.802,4608.892,4064.985,10261.851,25163.829,19401.703,5302.419,49867.951
2033-01-08,7626.856,8782.724,323.826,12128.149,4398.43,1656.667,9821.529,20473.114,18869.547,5395.52,44738.181
2033-01-09,4023.443,9066.512,12651.158,2981.076,7480.603,5295.077,12493.323,5585.43,39915.692,8490.07,53991.192
2033-01-10,12476.85,10682.739,1548.034,11245.294,3064.145,4286.215,1868.671,21187.988,20496.678,3487.281,45171.948
2033-01-11,5515.831,4548.161,3178.455,10304.075,1229.554,10644.989,8002.796,20145.578,20235.309,3042.975,43423.862
2033-01-12,13118.368,9522.033,3434.878,10669.192,1065.639,3809.078,1904.092,11776.667,19791.287,11955.326,43523.28
2033-01-13,14852.451,4168.563,10668.932,5800.659,2661.837,3354.873,1720.411,3921.677,15185.091,24120.958,43227.726
2033-01-14,1773.04,4145.441,4958.606,10450.811,1249.323,5741.357,11760.931,17501.172,8696.678,13881.658,40079.508
2033-01-15,1738.278,9834.787,1684.178,11706.053,2913.272,5533.691,5301.247,17682.376,7950.579,13078.552,38711.506
2033-01-16,13047.166,11287.47,2694.571,7726.604,9694.755,7508.944,8504.64,25143.158,27834.111,7486.88,60464.149
2033-01-17,3573.059,1804.318,10063.995,15202.895,4430.517,9476.626,4185.225,13337.806,20935.048,14463.781,48736.635
2033-01-18,12788.611,6396.782,1625.88,14828.131,1393.189,2139.884,3604.48,10490.97,25656.241,6629.745,42776.956
2033-01-19,13672.925,10802.137,7460.756,13693.713,1392.433,3008.38,5708.122,30862.824,15795.11,9080.532,55738.466
2033-01-20,5875.852,9070.101,12439.822,7074.417,6873.342,2068.109,3681.08,14394.008,26987.977,5700.738,47082.723
2033-01-21,10658.345,7819.038,8227.046,15205.95,2594.217,2300.311,1032.993,20559.583,8372.113,18906.203,47837.9
2033-01-22,2256.49,16385.242,2100.927,7908.807,3432.818,3305.54,16967.495,22653.035,22521.451,7182.833,52357.319
2033-01-23,9634.266,9802.628,1927.198,19921.477,1825.702,4275.136,1144.57,16982.901,8633.802,22914.274,48530.977
2033-01-24,6782.101,4581.348,10590.579,3036.994,4216.71,11024.197,6036.336,17835.032,17115.515,11317.718,46268.265
2033-01-25,7358.079,10620.418,3610.984,9446.521,14622.755,4317.93,5821.639,14207.947,32347.475,9242.903,55798.326
2033-01-26,14945.356,5258.349,5406.881,7589.523,4388.737,943.022,284.65,16205.164,14288.612,8322.744,38816.519
2033-01-27,8058.106,1061.1,4703.45,6459.441,17233.952,7481.482,6559.149,4487.88,18089.257,28979.542,51556.68
2033-01-28,2125.35,5108.776,680.558,13003.223,1020.285,13678.517,18418.9,12695.755,24778.361,16561.494,54035.61
2033-01-29,5387.492,4831.872,3649.05,8327.439,156.925,1990.244,12183.37,11674.947,10276.236,14575.209,36526.392
2033-01-30,10407.622,20323.103,2769.042,11726.077,1104.686,1951.846,2948.372,9278.633,34874.918,7077.196,51230.746
2033-01-31,9145.435,3810.392,11995.056,1827.39,3735.132,9155.116,169.867,14221.302,16804.357,8812.73,39838.388
2033-02-01,10359.605,4191.273,1510.946,3944.7,2548.873,10782.025,3931.181,6696.175,21140.084,9432.344,37268.602
2033-02-02,9503.403,18172.722,1253.584,4496.462,4013.442,3643.551,3480.5,20772.68,20158.537,3632.447,44563.664
2033-02-03,12682.264,12018.738,10927.373,7138.567,3391.237,585.551,3823.071,15552.386,27546.437,7467.98,50566.803
2033-02-04,11816.555,10552.133,4902.335,1103.894,1336.341,6944.196,3892.872,14553.572,18137.608,7857.145,40548.325
2033-02-05,11667.181,3961.375,20582.499,2960.338,571.917,2113.199,2126.395,15213.729,21901.042,6868.135,43982.905
2033-02-06,5426.231,10736.889,3727.073,13061.964,5261.659,1840.619,2446.88,17104.161,11616.414,13780.74,42501.315
2033-02-07,10519.095,6931.701,2558.709,9812.457,3114.161,16136.747,5743.36,12367.606,40581.649,1866.974,54816.229
2033-02-08,4224.506,4473.496,1820.188,13200.542,3696.786,14830.262,621.889,15935.639,23093.957,3838.074,42867.67
2033-02-09,9031.141,5411.47,3928.099,8998.714,461.764,16029.893,13634.67,29543.685,6881.031,21071.036,57495.752
2033-02-10,8287.43,11568.198,614.571,10553.32,377.616,579.722,8771.305,19404.3,12018.427,9329.435,40752.162
2033-02-11,18376.41,5706.008,1159.921,5877.09,2971.065,6956.8,4088.687,23826.624,4042.412,17266.945,45135.981
2033-02-12,13273.767,2805.895,6052.198,929.136,2892.95,21354.218,3691.885,13956.765,24008.816,13034.469,51000.05
2033-02-13,6426.015,11151.326,10151.254,12965.169,1047.553,1939.6,4757.152,8573.587,37259.695,2604.785,48438.067
2033-02-14,12628.458,3370.38,1157.435,3514.501,9921.784,4212.479,1957.918,15759.031,19605.24,1398.682,36762.954
2033-02-15,9263.243,13440.534,3080.914,4295.424,1473.591,1356.099,2349.467,7144.426,16645.073,11469.772,35259.272
2033-02-16,11369.564,6696.788,1386.017,25448.67,1900.238,7596.588,249.919,6404.292,34927.491,13316.0,54647.783
2033-02-17,7790.539,8453.701,679.205,2302.053,4381.109,11268.16,2805.126,10308.045,22244.274,5127.573,37679.892
2033-02-18,11417.621,11452.925,9435.18,5799.257,1947.551,7614.372,3113.188,29684.785,9959.65,11135.659,50780.095
2033-02-19,6812.997,12173.814,3363.134,9655.885,5418.823,12412.785,3049.988,9162.03,33902.734,9822.662,52887.426
2033-02-20,6281.124,13661.9,2030.085,8112.035,7254.057,6626.308,8979.408,17415.738,29516.126,6013.053,52944.916
2033-02-21,11941.477,5322.085,3625.056,4502.363,5177.256,10550.148,1488.368,16744.077,10032.89,15829.786,42606.753
2033-02-22,4211.943,12033.447,5262.049,4177.902,5511.762,3138.801,13957.9,10346.366,25749.707,12197.731,48293.803
2033-02-23,9544.868,29261.715,7852.947,4884.375,667.868,3457.13,2940.966,9798.489,30198.039,18613.34,58609.868
2033-02-24,1591.893,9895.743,4906.293,3907.45,6908.842,10147.837,13881.879,12266.678,5291.947,33681.313,51239.937
2033-02-25,10613.085,13275.62,151.543,6385.893,1995.1,3658.358,1909.99,4711.087,21299.62,11978.88,37989.588
2033-02-26,1459.896,13640.809,12875.131,6417.785,7206.692,2064.119,6152.88,14718.839,28511.065,6587.407,49817.311
2033-02-27,4589.931,12480.833,5255.763,6511.325,1509.888,7122.57,6366.035,16891.84,21758.604,5185.899,43836.344
2033-02-28,6632.561,7462.527,5364.678,12826.924,718.813,11869.962,1189.522,13365.177,12651.764,20048.046,46064.987
2033-03-01,2047.155,10110.609,11546.296,2480.668,5621.425,6080.694,1125.705,13086.015,20051.244,5875.293,39012.552
2033-03-02,11280.857,10888.061,6529.353,7475.035,1640.592,10747.011,1654.128,25045.154,15065.948,10103.934,50215.036
2033-03-03,12963.384,15049.396,3457.481,6990.789,808.786,3898.65,3541.485,15873.909,19368.322,11467.74,46709.971
2033-03-04,11097.557,17493.537,2678.052,7426.772,6040.923,7118.499,3257.744,8904.251,39171.072,7037.761,55113.084
2033-03-05,11255.937,8108.693,6732.329,8838.047,995.422,347.61,5631.436,6294.635,21946.626,13668.213,41909.474
2033-03-06,4167.896,22535.649,11580.006,5988.584,4114.467,1800.412,640.063,14660.324,23084.021,13082.733,50827.077
2033-03-07,7629.865,11079.185,1007.229,15964.188,5233.093,6794.48,710.864,3193.083,36290.521,8935.298,48418.903
2033-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033-03-09,2564.861,9345.586,1167.447,9903.975,2363.58,6828.321,12340.032,22502.852,14573.295,7437.656,44513.803
2033-03-10,6157.742,21034.762,8252.637,5144.686,2852.181,2167.422,782.661,21426.77,13308.825,11656.498,46392.092
2033-03-11,6425.369,6400.347,6502.552,19844.581,2565.233,1462.466,348.54,14360.531,19782.76,9405.797,43549.088
2033-03-12,11663.482,7345.417,4407.39,12590.873,516.711,5282.822,2087.444,3967.837,24115.243,15811.06,43894.14
2033-03-13,10572.321,5055.219,4123.479,6808.181,1022.34,4264.829,3750.799,14538.212,12958.699,8100.257,35597.167
2033-03-14,5608.45,7386.327,3089.996,6121.294,3979.27,9315.159,10472.257,11552.478,19090.063,15330.213,45972.754
2033-03-15,6873.615,11068.699,4923.479,7880.951,549.251,3037.246,9730.779,16314.608,23289.935,4459.477,44064.02
2033-03-16,12150.282,10958.035,6039.087,11013.899,329.262,3582.464,1265.836,10236.989,26631.275,8470.601,45338.866
2033-03-17,2188.483,6749.535,6436.714,8098.814,8020.216,2406.959,8758.183,14799.311,25805.747,2053.847,42658.905
2033-03-18,1785.139,5677.681,6601.65,3898.376,3635.293,4873.249,15053.813,7231.109,19751.639,14542.452,41525.2
2033-03-19,3526.33,3654.006,6505.976,26153.159,725.76,1532.322,4203.446,11260.196,31028.396,4012.406,46300.998
2033-03-20,4419.872,9031.048,7445.536,9542.772,4605.625,3493.502,4841.858,14313.517,20620.436,8446.26,43380.213
2033-03-21,12727.022,7862.369,2486.511,4243.396,4843.403,3262.944,1529.999,16893.875,4238.401,15823.368,36955.645
2033-03-22,9407.27,10846.662,5948.782,4506.014,2998.096,1083.468,9226.505,24934.73,10834.825,8247.242,44016.797
2033-03-23,13972.683,14514.205,6965.538,8390.196,1447.469,10813.899,523.48,20950.106,31388.725,4288.64,56627.47
2033-03-24,8298.901,10843.142,6185.777,6146.767,8432.98,933.764,4370.455,6910.962,24243.036,14057.787,45211.785
2033-03-25,12307.568,11915.668,2221.951,4750.264,1510.701,5475.475,1246.477,19008.054,15429.898,4990.153,39428.105
2033-03-26,4846.749,5874.903,4525.969,14727.3,1769.193,3872.669,3428.024,12289.209,21410.595,5345.005,39044.809
2033-03-27,8561.138,15430.383,4711.623,10825.645,6890.226,2367.32,6205.251,19355.36,12196.721,23439.504,54991.585
